tract_id,city,ml_rank_score,demand_tier,pct_area_ev_permitted,pct_area_commercial,pct_area_industrial,pct_area_residential,dominant_zone_category,feasibility_score,data_confidence,computed_at
04013061034,"SURPRISE, AZ",0.5096,Medium,0.0405,0.0305,0.01,0.0299,Other,0.1813,High,2026-03-09T16:23:52.657997+00:00
04013061061,"SURPRISE, AZ",0.4066,Medium,0.0,0.0,0.0,0.0,Other,0.122,High,2026-03-09T16:34:37.818806+00:00
04013106002,"PHOENIX, AZ",0.7917,High,0.054,0.054,0.0,0.4907,Residential,0.2753,High,2026-03-09T15:40:20.321833+00:00
04013107402,"PHOENIX, AZ",0.8455,High,0.1521,0.1521,0.0,0.4845,Residential,0.3601,High,2026-03-09T15:28:24.676191+00:00
04013107403,"PHOENIX, AZ",0.8581,High,0.0327,0.0327,0.0,0.5233,Residential,0.2803,High,2026-03-09T15:25:44.642857+00:00
04013107404,"PHOENIX, AZ",0.8143,High,0.0934,0.0934,0.0,0.0989,Other,0.3096,High,2026-03-09T15:35:04.057506+00:00
04019980100,AZ,0.1031,Low,0.6117,0.0,0.6117,0.3804,Industrial,0.4591,High,2026-03-10T07:01:56.933766+00:00
04019980200,"TUCSON, AZ",0.1069,Low,0.4708,0.0,0.4708,0.0,Other,0.3616,High,2026-03-10T06:59:49.271150+00:00
06029000602,"BAKERSFIELD, CA",0.5116,Medium,0.3508,0.0818,0.1294,0.611,Residential,0.3991,High,2026-03-09T16:17:30.648968+00:00
06029001106,"BAKERSFIELD, CA",0.0687,Low,0.0606,0.0069,0.0536,0.9394,Residential,0.063,High,2026-03-10T07:31:04.876385+00:00
06029002502,"BAKERSFIELD, CA",0.0563,Low,0.0,0.0,0.0,0.9988,Residential,0.0169,High,2026-03-09T19:22:49.497120+00:00
06029003136,"BAKERSFIELD, CA",0.0921,Low,0.0,0.0,0.0,0.8735,Residential,0.0276,High,2026-03-10T07:10:43.526891+00:00
06029003217,"BAKERSFIELD, CA",0.0582,Low,0.072,0.0369,0.0,0.9278,Residential,0.0678,High,2026-03-09T19:21:35.217929+00:00
06029004302,"WASCO, CA",0.0445,Low,0.0,0.0,0.0,0.0,Other,0.0133,High,2026-03-09T19:41:03.168532+00:00
06029004601,CA,0.0449,Low,0.0,0.0,0.0,0.0,Other,0.0135,High,2026-03-09T19:40:26.371715+00:00
06029004603,"DELANO, CA",0.0449,Low,0.0501,0.0,0.0501,0.0,Other,0.0485,High,2026-03-09T19:40:22.199980+00:00
06029006303,"ARVIN, CA",0.04,Low,0.0124,0.0124,0.0,0.1803,Other,0.0207,High,2026-03-09T19:52:28.558637+00:00
06029006404,"LAMONT, CA",0.0396,Low,0.0235,0.0187,0.0048,0.0378,Other,0.0283,High,2026-03-09T19:52:31.995480+00:00
06037101221,"TUJUNGA, CA",0.8477,High,0.0553,0.0553,0.0,0.9447,Residential,0.2931,High,2026-03-09T15:28:00.300603+00:00
06037104203,"PACOIMA, CA",0.85,High,0.0739,0.0059,0.0681,0.1177,Other,0.3068,High,2026-03-09T15:28:18.409810+00:00
06037104321,"PACOIMA, CA",0.8296,High,0.0009,0.0009,0.0,0.0292,Other,0.2495,High,2026-03-09T15:33:30.545638+00:00
06037104404,"PACOIMA, CA",0.8465,High,0.0073,0.0034,0.0,0.0016,Other,0.2591,High,2026-03-09T15:28:58.374568+00:00
06037104500,"PACOIMA, CA",0.8449,High,0.0061,0.0061,0.0,0.0352,Other,0.2577,High,2026-03-09T15:29:22.970427+00:00
06037104610,"PACOIMA, CA",0.8436,High,0.0779,0.0245,0.0534,0.0,Other,0.3076,High,2026-03-09T15:29:59.384048+00:00
06037104620,"PACOIMA, CA",0.8474,High,0.002,0.002,0.0,0.0,Other,0.2556,High,2026-03-09T15:28:56.057010+00:00
06037104701,"PACOIMA, CA",0.8487,High,0.0093,0.0062,0.0,0.0122,Other,0.2611,High,2026-03-09T15:27:50.710729+00:00
06037104821,"PACOIMA, CA",0.8476,High,0.0838,0.0838,0.0,0.175,Other,0.3129,High,2026-03-09T15:28:20.679931+00:00
06037104822,"PACOIMA, CA",0.8394,High,0.1869,0.185,0.0,0.4962,Residential,0.3827,High,2026-03-09T15:30:13.266239+00:00
06037104823,"PACOIMA, CA",0.8308,High,0.0,0.0,0.0,0.0879,Other,0.2492,High,2026-03-09T15:33:14.830980+00:00
06037104824,"PACOIMA, CA",0.8244,High,0.0985,0.0757,0.0,0.0,Other,0.3163,High,2026-03-09T15:34:02.214815+00:00
06037106407,"SYLMAR, CA",0.7024,High,0.3076,0.3076,0.0,0.6876,Residential,0.4261,High,2026-03-09T15:50:30.995140+00:00
06037106408,"SYLMAR, CA",0.7222,High,0.0305,0.0305,0.0,0.9033,Residential,0.238,High,2026-03-09T15:47:42.062192+00:00
06037113323,"CHATSWORTH, CA",0.8324,High,0.1789,0.0577,0.0115,0.4805,Residential,0.375,High,2026-03-09T15:32:00.646597+00:00
06037113324,"CHATSWORTH, CA",0.8468,High,0.0335,0.0335,0.0,0.3142,Other,0.2775,High,2026-03-09T15:27:25.076001+00:00
06037113423,"WINNETKA, CA",0.8413,High,0.0248,0.0248,0.0,0.5484,Residential,0.2697,High,2026-03-09T15:30:29.746680+00:00
06037113425,"CHATSWORTH, CA",0.8723,High,0.3549,0.0,0.269,0.4882,Residential,0.5101,High,2026-03-09T15:20:51.397794+00:00
06037113428,"WINNETKA, CA",0.8253,High,0.0226,0.0201,0.0,0.5921,Residential,0.2634,High,2026-03-09T15:35:17.890670+00:00
06037115302,"NORTHRIDGE, CA",0.8464,High,0.2921,0.0104,0.2816,0.4881,Residential,0.4584,High,2026-03-09T15:28:57.110135+00:00
06037115403,"NORTHRIDGE, CA",0.8552,High,0.3079,0.2035,0.1011,0.5441,Residential,0.4721,High,2026-03-09T15:26:41.946485+00:00
06037117101,"NORTH HILLS, CA",0.8701,High,0.0361,0.0,0.0,0.6204,Residential,0.2863,High,2026-03-09T15:22:12.087770+00:00
06037117405,"NORTH HILLS, CA",0.8885,High,0.2751,0.2751,0.0,0.5618,Residential,0.4592,High,2026-03-09T15:18:24.240384+00:00
06037117407,"NORTH HILLS, CA",0.8934,High,0.0749,0.0458,0.0,0.7537,Residential,0.3204,High,2026-03-09T15:17:20.016272+00:00
06037117408,"NORTH HILLS, CA",0.8867,High,0.2881,0.2881,0.0,0.5672,Residential,0.4677,High,2026-03-09T15:18:55.695367+00:00
06037117510,"NORTH HILLS, CA",0.8726,High,0.0729,0.0,0.0729,0.7895,Residential,0.3128,High,2026-03-09T15:21:06.944786+00:00
06037117520,"NORTH HILLS, CA",0.8778,High,0.2206,0.2206,0.0,0.7391,Residential,0.4178,High,2026-03-09T15:20:14.460747+00:00
06037119201,"ARLETA, CA",0.8399,High,0.1191,0.1191,0.0,0.6787,Residential,0.3354,High,2026-03-09T15:31:54.675160+00:00
06037119320,"PANORAMA CITY, CA",0.8708,High,0.0142,0.0142,0.0,0.6057,Residential,0.2712,High,2026-03-09T15:22:00.512551+00:00
06037119340,"PANORAMA CITY, CA",0.9313,High,0.0,0.0,0.0,0.933,Residential,0.2794,High,2026-03-09T14:59:05.322533+00:00
06037119341,"PANORAMA CITY, CA",0.8698,High,0.0731,0.0731,0.0,0.7384,Residential,0.3121,High,2026-03-09T15:21:53.613779+00:00
06037119342,"PANORAMA CITY, CA",0.884,High,0.0187,0.0187,0.0,0.7883,Residential,0.2783,High,2026-03-09T15:18:57.829338+00:00
06037119400,"ARLETA, CA",0.8406,High,0.0408,0.0408,0.0,0.6643,Residential,0.2807,High,2026-03-09T15:32:20.301052+00:00
06037119801,"ARLETA, CA",0.8227,High,0.0465,0.0465,0.0,0.7916,Residential,0.2794,High,2026-03-09T15:34:56.678298+00:00
06037119802,"ARLETA, CA",0.8268,High,0.0296,0.0296,0.0,0.8118,Residential,0.2688,High,2026-03-09T15:34:14.848553+00:00
06037120030,"PANORAMA CITY, CA",0.8616,High,0.2514,0.0,0.2514,0.3846,Residential,0.4345,High,2026-03-09T15:24:02.754665+00:00
06037120106,"PANORAMA CITY, CA",0.9062,High,0.0,0.0,0.0,0.8627,Residential,0.2719,High,2026-03-09T15:13:22.651809+00:00
06037120107,"PANORAMA CITY, CA",0.9043,High,0.0222,0.0222,0.0,0.8791,Residential,0.2868,High,2026-03-09T15:14:23.232214+00:00
06037120108,"PANORAMA CITY, CA",0.8845,High,0.0,0.0,0.0,0.657,Residential,0.2654,High,2026-03-09T15:19:15.876541+00:00
06037121801,"NORTH HOLLYWOOD, CA",0.8662,High,0.0822,0.0822,0.0,0.1686,Other,0.3174,High,2026-03-09T15:23:32.514703+00:00
06037122121,"SUN VALLEY, CA",0.8712,High,0.0,0.0,0.0,0.7423,Residential,0.2614,High,2026-03-09T15:22:08.839524+00:00
06037122410,"NORTH HOLLYWOOD, CA",0.8658,High,0.4734,0.015,0.4558,0.3592,Industrial,0.5911,High,2026-03-09T15:23:11.857239+00:00
06037122420,"NORTH HOLLYWOOD, CA",0.8681,High,0.3342,0.037,0.2973,0.6437,Residential,0.4944,High,2026-03-09T15:24:02.349408+00:00
06037123010,"SUN VALLEY, CA",0.8604,High,0.4202,0.013,0.4072,0.4538,Residential,0.5523,High,2026-03-09T15:25:31.643423+00:00
06037123020,"SUN VALLEY, CA",0.8444,High,0.1171,0.0614,0.0558,0.8829,Residential,0.3353,High,2026-03-09T15:29:40.218239+00:00
06037123203,"NORTH HOLLYWOOD, CA",0.8755,High,0.4138,0.0167,0.3971,0.5782,Residential,0.5523,High,2026-03-09T15:21:08.771378+00:00
06037123204,"NORTH HOLLYWOOD, CA",0.8915,High,0.0588,0.0588,0.0,0.9352,Residential,0.3086,High,2026-03-09T15:18:27.834428+00:00
06037123205,"NORTH HOLLYWOOD, CA",0.8756,High,0.6045,0.0606,0.5439,0.2753,Industrial,0.6858,High,2026-03-09T15:21:23.450731+00:00
06037123206,"NORTH HOLLYWOOD, CA",0.8708,High,0.5913,0.0599,0.5314,0.4014,Industrial,0.6752,High,2026-03-09T15:22:00.894978+00:00
06037123410,CA,0.8691,High,0.0687,0.0687,0.0,0.7678,Residential,0.3088,High,2026-03-09T15:23:02.277065+00:00
06037123420,"NORTH HOLLYWOOD, CA",0.8772,High,0.1287,0.1287,0.0,0.626,Residential,0.3532,High,2026-03-09T15:21:25.995442+00:00
06037123520,"VAN NUYS, CA",0.8631,High,0.0295,0.0295,0.0,0.7939,Residential,0.2796,High,2026-03-09T15:24:41.429553+00:00
06037123602,"VAN NUYS, CA",0.8564,High,0.0375,0.0375,0.0,0.8187,Residential,0.2832,High,2026-03-09T15:26:55.467341+00:00
06037123700,"NORTH HOLLYWOOD, CA",0.8545,High,0.0422,0.0422,0.0,0.9036,Residential,0.2859,High,2026-03-09T15:28:27.211358+00:00
06037124103,"NORTH HOLLYWOOD, CA",0.8607,High,0.0912,0.0912,0.0,0.9088,Residential,0.322,High,2026-03-09T15:24:38.371779+00:00
06037124104,"NORTH HOLLYWOOD, CA",0.8672,High,0.0845,0.0845,0.0,0.9154,Residential,0.3193,High,2026-03-09T15:22:57.958863+00:00
06037124105,"NORTH HOLLYWOOD, CA",0.8655,High,0.2049,0.2049,0.0,0.7951,Residential,0.403,High,2026-03-09T15:23:14.758899+00:00
06037124203,"NORTH HOLLYWOOD, CA",0.9146,High,0.0093,0.0093,0.0,0.9907,Residential,0.2809,High,2026-03-09T15:09:20.633441+00:00
06037124204,"NORTH HOLLYWOOD, CA",0.9032,High,0.2266,0.2118,0.0,0.7734,Residential,0.4296,High,2026-03-09T15:15:30.934785+00:00
06037124902,"VALLEY VILLAGE, CA",0.8893,High,0.0759,0.0625,0.0,0.7881,Residential,0.3199,High,2026-03-09T15:18:40.953243+00:00
06037124903,"VALLEY VILLAGE, CA",0.8978,High,0.1167,0.1167,0.0,0.8833,Residential,0.351,High,2026-03-09T15:16:39.153422+00:00
06037125321,CA,0.9253,High,0.1991,0.0,0.1991,0.6974,Residential,0.417,High,2026-03-09T15:01:52.031540+00:00
06037125322,"NORTH HOLLYWOOD, CA",0.9123,High,0.665,0.6461,0.0188,0.0312,Commercial,0.7392,High,2026-03-09T15:10:20.211611+00:00
06037125403,"NORTH HOLLYWOOD, CA",0.9351,High,0.073,0.073,0.0,0.839,Residential,0.3316,High,2026-03-09T14:58:24.829094+00:00
06037125404,"NORTH HOLLYWOOD, CA",0.9286,High,0.0446,0.0446,0.0,0.7293,Residential,0.3098,High,2026-03-09T15:00:12.401980+00:00
06037125501,"NORTH HOLLYWOOD, CA",0.9222,High,0.0963,0.0963,0.0,0.8202,Residential,0.3441,High,2026-03-09T15:04:26.993890+00:00
06037127104,"PANORAMA CITY, CA",0.8595,High,0.4037,0.0529,0.3509,0.5302,Residential,0.5405,High,2026-03-09T15:25:41.502321+00:00
06037127220,"VAN NUYS, CA",0.874,High,0.1124,0.1124,0.0,0.865,Residential,0.3409,High,2026-03-09T15:21:57.273025+00:00
06037127603,"VAN NUYS, CA",0.8762,High,0.199,0.0201,0.0923,0.7285,Residential,0.4021,High,2026-03-09T15:20:50.040916+00:00
06037127604,"VAN NUYS, CA",0.8796,High,0.2315,0.1132,0.1183,0.7685,Residential,0.4259,High,2026-03-09T15:20:11.330799+00:00
06037127605,"VAN NUYS, CA",0.8736,High,0.0758,0.0196,0.0,0.3524,Other,0.3152,High,2026-03-09T15:21:15.324391+00:00
06037127606,"VAN NUYS, CA",0.8738,High,0.0046,0.0046,0.0,0.8001,Residential,0.2654,High,2026-03-09T15:21:54.072470+00:00
06037127711,"VAN NUYS, CA",0.8903,High,0.0711,0.0438,0.0,0.6513,Residential,0.3169,High,2026-03-09T15:19:45.718820+00:00
06037127803,"VAN NUYS, CA",0.8725,High,0.0867,0.0867,0.0,0.9133,Residential,0.3225,High,2026-03-09T15:22:18.634531+00:00
06037127804,"VAN NUYS, CA",0.8722,High,0.1638,0.1638,0.0,0.8145,Residential,0.3763,High,2026-03-09T15:22:06.773225+00:00
06037127805,"VAN NUYS, CA",0.8875,High,0.0746,0.0746,0.0,0.7241,Residential,0.3185,High,2026-03-09T15:19:40.238680+00:00
06037127910,"VAN NUYS, CA",0.8719,High,0.2818,0.2818,0.0,0.6881,Residential,0.4588,High,2026-03-09T15:21:55.932591+00:00
06037127920,"VAN NUYS, CA",0.8652,High,0.0211,0.0211,0.0,0.9311,Residential,0.2743,High,2026-03-09T15:24:30.109683+00:00
06037128101,"VAN NUYS, CA",0.8766,High,0.0322,0.0322,0.0,0.9605,Residential,0.2855,High,2026-03-09T15:21:46.989248+00:00
06037128102,"VAN NUYS, CA",0.8904,High,0.0255,0.0255,0.0,0.785,Residential,0.2849,High,2026-03-09T15:19:21.102374+00:00
06037128210,"VAN NUYS, CA",0.8824,High,0.1266,0.0853,0.0413,0.4742,Residential,0.3533,High,2026-03-09T15:20:08.202606+00:00
06037128302,"VAN NUYS, CA",0.8814,High,0.3076,0.0606,0.2471,0.4915,Residential,0.4798,High,2026-03-09T15:20:32.172905+00:00
06037128303,"VAN NUYS, CA",0.9056,High,0.1842,0.0827,0.1015,0.5045,Residential,0.4006,High,2026-03-09T15:14:35.548349+00:00
06037131022,"RESEDA, CA",0.8438,High,0.0,0.0,0.0,0.7193,Residential,0.2532,High,2026-03-09T15:29:02.126154+00:00
06037131023,"RESEDA, CA",0.8413,High,0.0174,0.0174,0.0,0.6742,Residential,0.2646,High,2026-03-09T15:30:40.597774+00:00
06037131200,"NORTHRIDGE, CA",0.8393,High,0.0085,0.0085,0.0,0.8158,Residential,0.2578,High,2026-03-09T15:32:53.997224+00:00
06037131300,"NORTHRIDGE, CA",0.8589,High,0.0267,0.0267,0.0,0.9318,Residential,0.2764,High,2026-03-09T15:27:55.574959+00:00
06037131701,"RESEDA, CA",0.8674,High,0.0083,0.0083,0.0,0.8423,Residential,0.266,High,2026-03-09T15:23:34.536682+00:00
06037131702,"RESEDA, CA",0.8583,High,0.0073,0.0073,0.0,0.9361,Residential,0.2626,High,2026-03-09T15:26:18.620297+00:00
06037131801,"RESEDA, CA",0.8398,High,0.0539,0.0524,0.0,0.6224,Residential,0.2897,High,2026-03-09T15:30:40.274211+00:00
06037131802,"RESEDA, CA",0.8368,High,0.0316,0.0316,0.0,0.9545,Residential,0.2732,High,2026-03-09T15:32:17.382949+00:00
06037131900,"VAN NUYS, CA",0.8644,High,0.0789,0.0789,0.0,0.8774,Residential,0.3145,High,2026-03-09T15:26:54.882761+00:00
06037132001,"VAN NUYS, CA",0.8645,High,0.0173,0.0173,0.0,0.6985,Residential,0.2715,High,2026-03-09T15:25:29.440807+00:00
06037132101,"VAN NUYS, CA",0.8723,High,0.0786,0.023,0.0076,0.6356,Residential,0.3167,High,2026-03-09T15:23:03.412204+00:00
06037132302,"RESEDA, CA",0.8417,High,0.0172,0.0172,0.0,0.7185,Residential,0.2645,High,2026-03-09T15:30:38.808291+00:00
06037132501,"RESEDA, CA",0.8681,High,0.013,0.013,0.0,0.6792,Residential,0.2695,High,2026-03-09T15:23:58.743777+00:00
06037133000,"RESEDA, CA",0.8535,High,0.0462,0.0462,0.0,0.5959,Residential,0.2884,High,2026-03-09T15:28:57.815084+00:00
06037133102,"RESEDA, CA",0.838,High,0.0367,0.0156,0.0181,0.3527,Other,0.2771,High,2026-03-09T15:31:28.751518+00:00
06037134104,"WINNETKA, CA",0.8542,High,0.071,0.071,0.0,0.9238,Residential,0.306,High,2026-03-09T15:27:28.416752+00:00
06037134304,"WEST HILLS, CA",0.857,High,0.0443,0.0443,0.0,0.7161,Residential,0.2881,High,2026-03-09T15:26:33.255686+00:00
06037134305,"CANOGA PARK, CA",0.8685,High,0.4504,0.0917,0.3453,0.2915,Industrial,0.5758,High,2026-03-09T15:22:08.527205+00:00
06037134306,"CANOGA PARK, CA",0.863,High,0.3905,0.009,0.3815,0.6027,Residential,0.5323,High,2026-03-09T15:24:06.276313+00:00
06037134720,"WINNETKA, CA",0.8499,High,0.0789,0.0789,0.0,0.7084,Residential,0.3102,High,2026-03-09T15:28:43.330651+00:00
06037134802,"WINNETKA, CA",0.8248,High,0.0793,0.0793,0.0,0.559,Residential,0.3029,High,2026-03-09T15:35:15.322888+00:00
06037134906,"CANOGA PARK, CA",0.8889,High,0.0,0.0,0.0,0.0,Other,0.2667,High,2026-03-09T15:18:18.436600+00:00
06037134907,CA,0.8544,High,0.0,0.0,0.0,0.0,Other,0.2563,High,2026-03-09T15:25:27.830381+00:00
06037135113,"WOODLAND HILLS, CA",0.8557,High,0.0,0.0,0.0,0.4416,Other,0.2567,High,2026-03-09T15:25:02.944131+00:00
06037135116,"CANOGA PARK, CA",0.8446,High,0.0,0.0,0.0,0.0,Other,0.2534,High,2026-03-09T15:27:57.963850+00:00
06037139302,"TARZANA, CA",0.8866,High,0.1546,0.0194,0.0843,0.739,Residential,0.3742,High,2026-03-09T15:18:36.883492+00:00
06037139504,"ENCINO, CA",0.8895,High,0.0993,0.0934,0.0,0.9007,Residential,0.3363,High,2026-03-09T15:18:11.017089+00:00
06037139505,"ENCINO, CA",0.8875,High,0.1077,0.1077,0.0,0.8754,Residential,0.3416,High,2026-03-09T15:18:25.122307+00:00
06037139506,"ENCINO, CA",0.8895,High,0.1134,0.1134,0.0,0.8866,Residential,0.3462,High,2026-03-09T15:18:06.789938+00:00
06037141303,"SHERMAN OAKS, CA",0.9017,High,0.1481,0.1481,0.0,0.8355,Residential,0.3742,High,2026-03-09T15:15:17.209453+00:00
06037183520,"LOS ANGELES, CA",0.9254,High,0.0016,0.0016,0.0,0.5056,Residential,0.2787,High,2026-03-09T15:02:36.689285+00:00
06037189101,"LOS ANGELES, CA",0.9633,High,0.1093,0.1093,0.0,0.8722,Residential,0.3655,High,2026-03-09T14:51:12.068492+00:00
06037189201,"LOS ANGELES, CA",0.977,High,0.0334,0.0334,0.0,0.8944,Residential,0.3165,High,2026-03-09T14:45:48.868142+00:00
06037189802,"LOS ANGELES, CA",0.9744,High,0.0739,0.0739,0.0,0.8666,Residential,0.344,High,2026-03-09T14:46:56.707086+00:00
06037189903,"LOS ANGELES, CA",0.9927,High,0.0,0.0,0.0,1.0,Residential,0.2978,High,2026-03-09T14:38:27.151859+00:00
06037189904,"LOS ANGELES, CA",0.9981,High,0.1073,0.1073,0.0,0.8765,Residential,0.3746,High,2026-03-09T14:33:48.451052+00:00
06037189905,"LOS ANGELES, CA",0.9804,High,0.0087,0.0087,0.0,0.8713,Residential,0.3002,High,2026-03-09T14:44:08.547144+00:00
06037189906,"LOS ANGELES, CA",0.9972,High,0.109,0.109,0.0,0.8737,Residential,0.3755,High,2026-03-09T14:35:37.363957+00:00
06037189907,"LOS ANGELES, CA",0.9839,High,0.068,0.068,0.0,0.8565,Residential,0.3428,High,2026-03-09T14:42:53.805454+00:00
06037190102,"LOS ANGELES, CA",0.9795,High,0.2387,0.2387,0.0,0.4885,Residential,0.461,High,2026-03-09T14:44:40.477604+00:00
06037190303,"LOS ANGELES, CA",0.9965,High,0.0051,0.0051,0.0,0.9949,Residential,0.3025,High,2026-03-09T14:36:19.244770+00:00
06037190401,"LOS ANGELES, CA",0.9774,High,0.0614,0.0614,0.0,0.9386,Residential,0.3362,High,2026-03-09T14:45:01.241208+00:00
06037190402,"LOS ANGELES, CA",0.9755,High,0.1101,0.1101,0.0,0.8899,Residential,0.3697,High,2026-03-09T14:45:46.271387+00:00
06037190520,"LOS ANGELES, CA",0.974,High,0.163,0.163,0.0,0.837,Residential,0.4063,High,2026-03-09T14:46:39.743940+00:00
06037190702,"LOS ANGELES, CA",0.9828,High,0.2006,0.2006,0.0,0.6309,Residential,0.4353,High,2026-03-09T14:43:17.365398+00:00
06037190801,"LOS ANGELES, CA",0.993,High,0.3935,0.3697,0.0,0.5783,Residential,0.5733,High,2026-03-09T14:38:59.818481+00:00
06037190902,"LOS ANGELES, CA",0.9916,High,0.346,0.0519,0.2942,0.5355,Residential,0.5397,High,2026-03-09T14:40:01.118169+00:00
06037191110,"LOS ANGELES, CA",0.9802,High,0.3727,0.3727,0.0,0.6273,Residential,0.5549,High,2026-03-09T14:44:09.867341+00:00
06037191203,"LOS ANGELES, CA",0.9406,High,0.2215,0.2215,0.0,0.7785,Residential,0.4372,High,2026-03-09T14:57:39.057293+00:00
06037191204,"LOS ANGELES, CA",0.9343,High,0.0492,0.0492,0.0,0.8711,Residential,0.3148,High,2026-03-09T14:59:04.135389+00:00
06037191302,"LOS ANGELES, CA",0.9738,High,0.6646,0.6646,0.0,0.3354,Commercial,0.7573,High,2026-03-09T14:47:02.883356+00:00
06037191410,"LOS ANGELES, CA",0.941,High,0.1274,0.1274,0.0,0.8042,Residential,0.3715,High,2026-03-09T14:57:36.691050+00:00
06037191420,"LOS ANGELES, CA",0.9462,High,0.1228,0.1228,0.0,0.7645,Residential,0.3698,High,2026-03-09T14:56:07.863531+00:00
06037191720,"LOS ANGELES, CA",0.9739,High,0.1206,0.1206,0.0,0.7295,Residential,0.3766,High,2026-03-09T14:46:53.851096+00:00
06037191810,"LOS ANGELES, CA",0.9541,High,0.1635,0.1204,0.0431,0.5137,Residential,0.4007,High,2026-03-09T14:54:01.703283+00:00
06037191820,"LOS ANGELES, CA",0.9557,High,0.2935,0.217,0.0765,0.5559,Residential,0.4921,High,2026-03-09T14:53:25.449233+00:00
06037192001,"WEST HOLLYWOOD, CA",0.9943,High,0.1228,0.0863,0.0365,0.6207,Residential,0.3842,High,2026-03-09T14:39:35.536999+00:00
06037192510,"LOS ANGELES, CA",0.9622,High,0.1503,0.1503,0.0,0.8497,Residential,0.3939,High,2026-03-09T14:51:39.009768+00:00
06037192520,"LOS ANGELES, CA",0.9685,High,0.0567,0.0549,0.0,0.9433,Residential,0.3302,High,2026-03-09T14:48:55.424985+00:00
06037192620,"LOS ANGELES, CA",0.9521,High,0.1433,0.1433,0.0,0.7801,Residential,0.386,High,2026-03-09T14:54:04.418162+00:00
06037195803,"LOS ANGELES, CA",0.9476,High,0.1051,0.0653,0.0,0.8683,Residential,0.3578,High,2026-03-09T14:56:23.881411+00:00
06037199801,"LOS ANGELES, CA",0.9172,High,0.0,0.0,0.0,0.896,Residential,0.2752,High,2026-03-09T15:07:52.647076+00:00
06037199802,"LOS ANGELES, CA",0.9094,High,0.0,0.0,0.0,0.6309,Residential,0.2728,High,2026-03-09T15:12:21.625523+00:00
06037203710,"LOS ANGELES, CA",0.9289,High,0.0518,0.0518,0.0,0.9143,Residential,0.3149,High,2026-03-09T15:00:41.075413+00:00
06037203720,"LOS ANGELES, CA",0.928,High,0.1689,0.1689,0.0,0.8242,Residential,0.3966,High,2026-03-09T15:01:17.355234+00:00
06037204200,"LOS ANGELES, CA",0.9269,High,0.2348,0.2348,0.0,0.7503,Residential,0.4425,High,2026-03-09T15:01:36.799465+00:00
06037204420,"LOS ANGELES, CA",0.9245,High,0.2614,0.2175,0.0,0.6223,Residential,0.4604,High,2026-03-09T15:02:32.992297+00:00
06037206201,"LOS ANGELES, CA",0.9813,High,0.0,0.0,0.0,0.0,Other,0.2944,High,2026-03-09T14:43:45.806385+00:00
06037206301,"LOS ANGELES, CA",0.9886,High,0.0,0.0,0.0,0.0,Other,0.2966,High,2026-03-09T14:40:40.961839+00:00
06037206302,"LOS ANGELES, CA",0.9983,High,0.0,0.0,0.0,0.0,Other,0.2995,High,2026-03-09T14:33:09.213331+00:00
06037207303,"LOS ANGELES, CA",0.9911,High,0.0,0.0,0.0,0.0,Other,0.2973,High,2026-03-09T14:39:35.204445+00:00
06037207304,"LOS ANGELES, CA",0.9982,High,0.0,0.0,0.0,0.0,Other,0.2995,High,2026-03-09T14:33:27.254027+00:00
06037207305,"LOS ANGELES, CA",0.9918,High,0.0,0.0,0.0,0.0,Other,0.2975,High,2026-03-09T14:39:06.907435+00:00
06037207306,"LOS ANGELES, CA",0.9837,High,0.0,0.0,0.0,0.0,Other,0.2951,High,2026-03-09T14:42:43.199480+00:00
06037207307,"LOS ANGELES, CA",0.9976,High,0.0,0.0,0.0,0.0,Other,0.2993,High,2026-03-09T14:34:26.107419+00:00
06037207308,"LOS ANGELES, CA",0.9893,High,0.0,0.0,0.0,0.0,Other,0.2968,High,2026-03-09T14:40:06.529609+00:00
06037207501,"LOS ANGELES, CA",0.9672,High,0.0,0.0,0.0,0.0,Other,0.2902,High,2026-03-09T14:48:26.317094+00:00
06037207712,"LOS ANGELES, CA",0.9989,High,0.0,0.0,0.0,0.0,Other,0.2997,High,2026-03-09T14:32:37.423870+00:00
06037207901,"LOS ANGELES, CA",0.9748,High,0.0,0.0,0.0,0.0,Other,0.2924,High,2026-03-09T14:45:57.526510+00:00
06037208401,"LOS ANGELES, CA",0.9879,High,0.3591,0.3197,0.0,0.5088,Residential,0.5477,High,2026-03-09T14:41:07.754101+00:00
06037208501,"LOS ANGELES, CA",0.9663,High,0.1763,0.1763,0.0,0.8237,Residential,0.4133,High,2026-03-09T14:49:23.991144+00:00
06037208620,"LOS ANGELES, CA",0.9663,High,0.1305,0.0829,0.0,0.8366,Residential,0.3812,High,2026-03-09T14:49:38.833746+00:00
06037208710,"LOS ANGELES, CA",0.9717,High,0.1236,0.1236,0.0,0.8764,Residential,0.378,High,2026-03-09T14:47:05.602896+00:00
06037208720,"LOS ANGELES, CA",0.9536,High,0.3938,0.3938,0.0,0.6062,Residential,0.5617,High,2026-03-09T14:53:30.667848+00:00
06037208801,"LOS ANGELES, CA",0.941,High,0.1838,0.1838,0.0,0.2057,Other,0.4109,High,2026-03-09T14:57:05.202708+00:00
06037208802,"LOS ANGELES, CA",0.9412,High,0.2604,0.2604,0.0,0.6869,Residential,0.4646,High,2026-03-09T14:57:16.570789+00:00
06037208902,"LOS ANGELES, CA",0.9718,High,0.4843,0.4843,0.0,0.0692,Commercial,0.6305,High,2026-03-09T14:47:05.472792+00:00
